Listagem de Publicações Periódicas ativas à data de 01 de setembro de 2026,,,,,,,,,,,,,,,,,,,,,,
NÚMERO DE REGISTO,DATA DE INSCRIÇÃO,DENOMINAÇÃO,SUPORTE,ÂMBITO,CONTEÚDO,PERIODICIDADE,SITUAÇÃO PP,MORADA SEDE REDAÇÃO,CÓDIGO POSTAL SEDE REDAÇÃO,LOCALIDADE SEDE REDAÇÃO,CONCELHO SEDE REDAÇÃO,DISTRITO SEDE REDAÇÃO,EDITOR,DIRETOR,DIRETOR ADJUNTO,SUBDIRETOR,NOME / DESIGNAÇÃO SOCIAL - PROPRIETÁRIO,CONCELHO,DISTRITO,REGIÃO AUTÓNOMA PROP,ENDEREÇO DE CORREIO ELETRÓNICO,WEBSITE
126528,29-05-2014,Algarve Primeiro,Online,Regional,Informação Geral,Diária,Registo Definitivo,"Pcta. Padre António Matos Malveiro, Lote 11",8700-236,Olhão,Olhão,Faro,Emídio Jorge Pires Cirilo dos Santos,Emídio Jorge Pires Cirilo dos Santos,,,Emídio Jorge Pires Cirilo dos Santos,Olhão,Faro,,emidiojsantos@gmail.com,https://algarveprimeiro.com
126542,18-06-2014,Revista Gerador,Papel/Online,Nacional,Informação Geral,Semestral,Registo Definitivo,"Largo das Conchas, Casa da Cidadania, 9",1750-155,Lisboa,Lisboa,Lisboa,Associação Cultural Gerador,Tiago Sigorelho,,,Associação Cultural Gerador,Lisboa,Lisboa,,geral@gerador.eu,www.gerador.eu
126546,26-06-2014,Revista de Direito Intelectual,Papel/Online,Nacional,Informação Especializada,Semestral,Registo Definitivo,"Faculdade de Direito da Universidade de Lisboa, Alameda da Universidade",1649-014,Lisboa,Lisboa,Lisboa,"Edições Almedina, SA",Dário Manuel Lentz Moura Vicente,,Maria Miguel Carvalho,APDI - Associação Portuguesa de Direito Intelectual,Lisboa,Lisboa,,s.geral@apdi.pt,https://www.apdi.pt/revista-de-direito-intelectual/
126548,13-07-2014,Impala News Portal de Notícias,Online,Nacional,Informação Geral,Diária,Registo Definitivo,"Rua Retiro dos Pacatos, 50, Edifício Startup, Sala 1 e 2",2635-224,Covas,Sintra,Lisboa,"Worldimpala.Net, Lda.",Luis Miguel Metelo Martins,,,"Worldimpala.Net, Lda.",Sintra,Lisboa,,geral@impala.pt,www.impala.pt
126552,13-07-2014,Cascais24horas,Online,Regional,Informação Geral,Diária,Registo Definitivo,"Estrada de Manique, Juncal, Vivª Ana Paula",2645-475,Manique,Cascais,Lisboa,Valdemar de Jesus Pinheiro Perdigoto,Valdemar de Jesus Pinheiro Perdigoto,,,Valdemar de Jesus Pinheiro Perdigoto,Cascais,Lisboa,,cascais24.geral@gmail.com,https://cascais24horasdestaques.blogspot.com
126556,15-07-2014,Jornal da Economia do Mar,Online,Nacional,Informação Especializada,Semanal,Registo Definitivo,"Largo da Estação, 8 - 3º.Esq.",2750-340,Cascais,Cascais,Lisboa,Gonçalo Telo Beleza de Miranda de Magalhães Colaço,Gonçalo Magalhães Colaço,,,Gonçalo Telo Beleza de Miranda de Magalhães Colaço,Cascais,Lisboa,,goncalo.colaco@jornaldaeconomiadomar.com,www.jornaldaeconomiadomar.com
126557,15-07-2014,TecnoAlimentar,Papel/Online,Nacional,Informação Especializada,Trimestral,Registo Definitivo,"Av. da Republica, 2475, Sala 64",4430-208,Vila Nova de Gaia,Vila Nova de Gaia,Porto,"Engenho e Media, Lda",Carla Dulcinea Andrade Cerqueira de Borlido Barbosa,,,"Publindústria - Produção de Comunicação, Lda",Porto,Porto,,antonio.malheiro@publindustria.pt,https://www.tecnoalimentar.pt/
126561,07-08-2014,Terras de Sicó,Papel/Online,Regional,Informação Geral,Quinzenal,Registo Definitivo,Quinta Nova,3150-195,Condeixa-A-Nova,Condeixa-a-Nova,Coimbra,"Rádio Regional do Centro, Lda.",Lino Augusto Vinhal,Luís Carlos Melo,,"Rádio Regional do Centro, Lda.",Condeixa-a-Nova,Coimbra,,vilmacontabilidade@mail.telepac.pt,https://www.jornalterrasdesico.pt/
126563,07-08-2014,Clubhouse Algarve,Papel/Online,Regional,Informação Especializada,Anual,Registo Definitivo,"Parque Empresarial do Algarve, 3",8400-431,Lagoa,Lagoa (Algarve),Faro,Bruce Patrick Hawker,Bruce Patrick Hawker,,,"Open Media - Design e Publicações, SA",Lagoa (Algarve),Faro,,info@open-media.net,www.clubhouse.com
126571,18-08-2014,Shifter,Papel/Online,Nacional,Informação Especializada,3 x ano,Registo Definitivo,"Rua São Nicolau 73, 2º andar, sala 22",1100-548,Lisboa,Lisboa,Lisboa,João Gabriel Silva Ribeiro,Maria Carolina Braga Esteves Santos Franco,,,"Shifter Generation, Unipessoal, Lda.",Lisboa,Lisboa,,marioandre@shifter.pt,https://shifter.pt
126573,25-08-2014,"Ver - Valores, Ética e Responsabilidade",Online,Nacional,Informação Especializada,Semanal,Registo Definitivo,"Av. Miguel Bombarda, 4, 7º",1000-208,Lisboa,Lisboa,Lisboa,Helena Oliveira,Jorge Libano Monteiro,,,"Ver - Valores, Ética e Responsabilidade, Sociedade Unipessoal, Lda.",Lisboa,Lisboa,,helena.oliveira@ver.pt,https://www.ver.pt
126574,25-08-2014,Notícias de Aguiar,Papel/Online,Regional,Informação Geral,Quadrimensal,Registo Definitivo,"Av. Miguel Torga, Complexo Desportivo Municipal, Loja 4",5450-034,Vila Pouca de Aguiar,Vila Pouca de Aguiar,Vila Real,"Páginas Simples, Unipessoal, Lda.",Sara Isabel Esteves Martins,,,"Páginas Simples, Unipessoal, Lda.",Vila Pouca de Aguiar,Vila Real,,noticiasdeaguiar@gmail.com,http://noticiasdeaguiar.pt
126575,15-09-2014,Jornal de Cá,Online,Regional,Informação Geral,Semanal,Registo Definitivo,"R. Nova da Boavista, 1",2070-105,Cartaxo,Cartaxo,Santarém,Maria de Fátima Machado Vicente Rolho Rebelo,Maria de Fátima Machado Rebelo,,,"Potenciais, Unipessoal, Lda.",Cartaxo,Santarém,,jornaldeca@gmail.com,www.jornaldeca.pt
126577,17-09-2014,Diário da Saúde,Online,Nacional,Informação Especializada,Diária,Registo Definitivo,"Rua do Carmo, 75 - 4.º BM",3000-098,Coimbra,Coimbra,Coimbra,Fernando Manuel Brito Moura da Silva,Fernando Brito Moura,,,"Sociedade Fechada, Lda.",Coimbra,Coimbra,,fernandomoura@diariodasaude.pt,www.diariodasaude.pt
126582,27-09-2014,Jornal de Mafra,Online,Regional,Informação Geral,Diária,Registo Definitivo,"R. da Ribeira, 23, Bloco B - 1º F",2640-567,Mafra,Mafra,Lisboa,Paulo Henrique Quintela Matias,Paulo Henrique Quintela Matias,,,Paulo Henrique Quintela Matias,Mafra,Lisboa,,geral@jornaldemafra.pt,http://jornaldemafra.pt/
126585,07-10-2014,Sollicitare,Papel/Online,Nacional,Informação Especializada,Semestral,Registo Definitivo,"R. Artilharia Um, 63",1250-038,Lisboa,Lisboa,Lisboa,Liliana Fernandes,Anabela Soares Veloso,,,Ordem dos Solicitadores e dos Agentes de Execução,Lisboa,Lisboa,,geral@osae.pt,www.osae.pt
126587,08-10-2014,Solicitadoria e Ação Executiva - Estudos,Online,Nacional,Informação Especializada,Anual,Registo Definitivo,"R. Artilharia 1, 63",1250-038,Lisboa,Lisboa,Lisboa,Liliana Fernandes,Anabela Veloso,,,Ordem dos Solicitadores e dos Agentes de Execução,Lisboa,Lisboa,,geral@osae.pt,https://www.solicitador.net
126598,14-11-2014,Anatomia do Crime - Revista de Ciências Jurídico-Criminais,Papel/Online,Nacional,Informação Especializada,Semestral,Registo Definitivo,Faculdade de Direito de Lisboa - Alameda da Universidade,1649-014,Lisboa,Lisboa,Lisboa,AAFDL Editora,Maria Fernanda Palma,,"Inês Ferreira Leite, Helena Morão.",Instituto de Direito Penal e Ciências Criminais,Lisboa,Lisboa,,idpcc@fd.ul.pt,https://anatcrime.scholasticahq.com
126599,19-11-2014,Santo Tirso Digital,Online,Regional,Informação Geral,Diária,Registo Definitivo,"R. Campo Grande, 12 - 1º Dto.",4795-046,Vila das Aves,Santo Tirso,Porto,Alfredo Manuel da Silva Gomes,Alfredo Manuel da Silva Gomes,,,Alfredo Manuel da Silva Gomes,Santo Tirso,Porto,,santotirsodigital@sapo.pt,www.santotirsodigital.pt
126607,10-12-2014,Pensar Fora da Caixa,Papel/Online,Regional,Informação Geral,Anual,Registo Definitivo,"R. Dr. Asdrúbal Calisto, 7",2500-133,Caldas da Rainha,Caldas da Rainha,Leiria,"Sobreiro Duarte, Lda.",Joaquim José Sobreiro Duarte,,Patrícia Neves,Joaquim José Sobreiro Duarte,Caldas da Rainha,Leiria,,geral@gruposd.pt,www.gruposd.pt
126608,10-12-2014,Mira Online,Online,Regional,Informação Geral,Diária,Registo Definitivo,"Av. 25 de Abril - Edif. Távora, 37 - 1º.Esq.",3070-301,Mira,Mira,Coimbra,Francisco José de Faria Ferra,Francisco José de Faria Ferra,,,Maria de Lourdes Pereira Lopes Ferra,Mira,Coimbra,,jornaldemira@gmail.com,www.miraonline.pt
126622,05-01-2015,Divergente,Online,Nacional,Informação Geral,Anual,Registo Definitivo,"Rua de Arroios, 25C",1150-053,Lisboa,Lisboa,Lisboa,"Bagabaga Studios, CRL",Diogo Esperança Virgílio Cardoso,,,"Bagabaga Studios, CRL",Lisboa,Lisboa,,direccao@bagabagastudios.org,http://divergente.pt
126626,19-01-2015,Quinzenário O Paredense,Papel/Online,Regional,Informação Geral,Quinzenal,Registo Definitivo,"Travessa Dom Gabriel de Sousa, 4",4580-105,Paredes,Paredes,Porto,Manuel Ferreira Coelho,Manuel Ferreira Coelho,,,"PRD - O Paredense - Comunicação, Unipessoal, Lda.",Paredes,Porto,,oparedense@gmail.com,www.oparedense.pt
126635,11-02-2015,VivaDouro,Papel/Online,Regional,Informação Geral,Mensal,Registo Definitivo,"Avenida Barrão de Forrester, 45",5130-578,São João da Pesqueira,São João da Pesqueira,Viseu,"VivaCidade - Sociedade de Comunicação Social, S.A.",Augusto Miguel Almeida,Carlos Almeida,,"VivaCidade - Sociedade de Comunicação Social, S.A.",Gondomar,Porto,,geral@vivadouro.org,www.vivadouro.org
126642,16-02-2015,Loulé TV,Online,Regional,Informação Geral,Semanal,Registo Definitivo,R. da Rádio,8135-030 Almancil,Troto,Loulé,Faro,"Pajovir - Espectáculos, Marketing e Publicidade, Unipessoal, Lda.",Paula Cristina Nunes Gonçalves,,,"Pajovir - Espectáculos, Marketing e Publicidade, Unipessoal, Lda.",Loulé,Faro,,vitorgoncalves@totalfm.pt,www.louletv.pt
126651,27-02-2015,Revista de Direito Civil,Online,Nacional,Informação Especializada,Semestral,Registo Definitivo,"Faculdade de Direito de Lisboa, Alameda da Universidade",1649-014,Lisboa,Lisboa,Lisboa,"Edições Almedina, SA",António Menezes Cordeiro,,,Instituto de Direito Privado - IDP,Lisboa,Lisboa,,profamc@mail.telepac.pt,https://www.revistadedireitocivil.pt/
126652,27-02-2015,Rodas Magazine,Papel,Regional,Informação Especializada,Mensal,Registo Definitivo,"Estrada dos Portões Vermelhos, nº 20 (Gabinete 1)",9560-450,Lagoa,Lagoa (São Miguel),Ilha de São Miguel,Carlos Costa,Natacha Alexandra de Medeiros Franco Pastor,,,"Criativaçores Unipessoal, Lda.",Lagoa (São Miguel),Ilha de São Miguel,Região Autónoma dos Açores,criativa.azores@gmail.com,
126655,02-03-2015,Criativa Magazine,Papel,Regional,Informação Geral,Mensal,Registo Definitivo,"Estrada dos Portões Vermelhos, nº 20 (Gabinete 1)",9560-450,Lagoa,Lagoa (São Miguel),Ilha de São Miguel,Carlos Costa,Natacha Alexandra de Medeiros Franco Pastor,,,"Criativaçores Unipessoal, Lda.",Lagoa (São Miguel),Ilha de São Miguel,Região Autónoma dos Açores,natachapastor@gmail.com,
126658,03-03-2015,Global News,Online,Regional,Informação Geral,Diária,Registo Definitivo,"R. Carlos da Maia, 234, Sala 4",4200-150,Porto,Porto,Porto,Alexandre Vítor Simões Bernardo,Alexandre Vítor Simões Bernardo,,,Alexandre Vítor Simões Bernardo,Porto,Porto,,alexandre.bernardo@globalnews.pt,http://globalnews.pt
126659,13-03-2015,TV Algarve Uma Região com Vida!,Online,Regional,Informação Geral,Mensal,Registo Definitivo,Rua da Rádio,8135-030,Troto,Loulé,Faro,"Pajovir - Espectáculos, Marketing e Publicidade, Unipessoal, Lda.",Paula Cristina Nunes Gonçalves,,,"Pajovir - Espectáculos, Marketing e Publicidade, Unipessoal, Lda.",Loulé,Faro,,tvalgarve@tvalgarve.pt,www.tvalgarve.pt
126663,16-03-2015,Guimarães Digital,Online,Regional,Informação Geral,Diária,Registo Definitivo,"R. Dr. José Sampaio, 264",4810-275,Guimarães,Guimarães,Braga,Carlos Almeida,Joaquim António Ferreira Fernandes,Maria Elisabete Sousa Pinto,,"Guimapress, SA",Guimarães,Braga,,administracao@guimaraesdigital.com,http://www.guimaraesdigital.pt
126671,07-04-2015,ei - Educação Informação Financeira,Online,Nacional,Informação Especializada,Diária,Registo Definitivo,"Av. Conselheiro Fernando de Sousa, 19 - 6º.",1070-072,Lisboa,Lisboa,Lisboa,"Plot - Content Agency, S.A.",Ana Rita Pimentel Dias Pinho Branco,,,Montepio Geral - Associação Mutualista,Lisboa,Lisboa,,maria.angela.gomes@montepio.pt,https://www.montepio.org/ei/
126672,07-04-2015,Executiva,Online,Nacional,Informação Especializada,Diária (dias úteis),Registo Definitivo,"R. Martin Luther King, Lj. 4-B",1750-452,Lisboa,Lisboa,Lisboa,"Redcherry - Produção de Conteúdos, Lda.",Isabel Maria Rodrigues Domingos Madaleno Canha,Maria Manuel Martins Serina,,"Redcherry - Produção de Conteúdos, Lda.",Lisboa,Lisboa,,executiva@executiva.pt,www.executiva.pt
126687,05-05-2015,Jornal de Belmonte,Papel,Regional,Informação Geral,Mensal,Registo Definitivo,Bairro de Santa Maria,6250-021,Belmonte,Belmonte,Castelo Branco,Associação Desportiva de Belmonte,João Miguel Freire Alves,,Carlos Alberto Duarte Afonso,Associação Desportiva de Belmonte,Belmonte,Castelo Branco,,jornalbelmonte.redacao@gmail.com,
126688,06-05-2015,Lagoa Informa,Papel,Regional,Informação Geral,Quinzenal,Registo Definitivo,"R. Dr. João António Silva Vieira, Urb. Vales Lote 3, 3º Dtº",8400-417,Lagoa,Lagoa (Algarve),Faro,"Pressroma - Edição de Publicações Periódicas, Unipessoal, Lda",Rui Inácio Pires dos Santos,,,"Pressroma - Edição de Publicações Periódicas, Unipessoal, Lda",Lagoa (Algarve),Faro,,pressroma.publicacoes@gmail.com,
126692,20-05-2015,MD Minho Digital,Online,Regional,Informação Geral,Semanal,Registo Definitivo,"Edifício Bela Vista, R. Júlio Dinis, 96 - Bl. 2 - R/C - Esq.",4910-518,Vila Praia de Âncora,Caminha,Viana do Castelo,José Luís Ferraz Manso Preto,José Luís Ferraz Manso Preto,,,Margareth Gonçalves da Silva,Caminha,Viana do Castelo,,jornalista.manso.preto@gmail.com,https://minhodigital.pt/
126693,26-05-2015,Viseu Now,Online,Regional,Informação Geral,Diária,Registo Definitivo,"Estrada do Pinhal da Vila, 5",3530-073,Pedreles,Mangualde,Viseu,"Concept Line, Lda.",José Carlos Pereira Costa,,,"Concept Line, Lda.",Mangualde,Viseu,,info@viseunow.pt,www.viseunow.pt
126696,27-05-2015,Exklusiva,Papel,Nacional,Informação Geral,Trimestral,Registo Definitivo,"R. Mestre Martins Correia, 2, I, Esc. 10",1050-908,Lisboa,Lisboa,Lisboa,"Discursopadrão, Lda.",Fernanda Jacinto,,,"Discursopadrão, Lda.",Lisboa,Lisboa,,helenamourao@discursopadrao.com,
126697,29-05-2015,Imagens de Marca,Online,Nacional,Informação Especializada,Diária,Registo Definitivo,"R. Domingos Monteiro, 5",2730-262,Barcarena,Oeiras,Lisboa,"Olho Azul - Produção de Audiovisuais, Lda.",Fernando José de Figueiredo Paula,,,"Olho Azul - Produções de Audiovisuais, Lda.",Oeiras,Lisboa,,cristina.amaro@iminmotion.com,www.imagensdemarca.pt
126700,01-06-2015,Perspetiva,Online,Regional,Informação Geral,Diária,Registo Definitivo,"Bairro Novo, 22 B",7350-466,Calçadinha,Elvas,Portalegre,Ana Isabel da Rosa Martins,Ana Isabel da Rosa Martins,,,"Perspetiva Produções, Lda.",Elvas,Portalegre,,anacasteler@gmail.com,www.perspetiva.com
126704,02-06-2015,Funchal Notícias,Online,Regional,Informação Geral,Diária,Registo Definitivo,"R. Visconde do Anadia, 16 1º. - sala 5",9050-020,Funchal,Funchal,Ilha da Madeira,Emanuel de Sá Silva,Emanuel de Sá Silva,Rui Ludgero Olim Marote,Luís Alfredo Guerra Rocha,Letras de Coragem - Lda.,Funchal,Ilha da Madeira,Região Autónoma da Madeira,funchalnoticias@gmail.com,www.funchalnoticias.net
126705,03-06-2015,Toureio.pt,Online,Nacional,Informação Especializada,Diária,Registo Definitivo,"Largo Mariano Presado, 12A",7160-279,Vila Viçosa,Vila Viçosa,Évora,Hugo Miguel Ramalho Calado,Hugo Miguel Ramalho Calado,,,Hugo Miguel Ramalho Calado,Vila Viçosa,Évora,,toureio@gmail.com,www.toureio.pt
126710,16-06-2015,Peneda Gerês TV,Online,Regional,Informação Geral,Diária,Registo Definitivo,InCubo - Incubadora de Iniciativas Empresariais Inovadoras,4970-786,Passos,Arcos de Valdevez,Viana do Castelo,Jorge Pereira Matos da Costa,Jorge Pereira Matos da Costa,,,Jorge Pereira Matos da Costa,Ponte da Barca,Viana do Castelo,,geral.penedagerestv@gmail.com,www.penedagerestv.com
126712,30-06-2015,F Luxury,Papel/Online,Nacional,Informação Especializada,Trimestral,Registo Definitivo,"Av. Nossa Senhora do Cabo, 101",2750-374,Guincho,Cascais,Lisboa,Augusta de Fátima Fonseca Delgado Magalhães,Augusta de Fátima Fonseca Delgado Magalhães,,,"Focuspremium - Image & Consulting, Unipessoal, Lda.",Cascais,Lisboa,,fatima@fluxurymagazine.com,http://www.fluxurymagazine.com
126714,02-07-2015,Renovação,Online,Nacional,Informação Geral,Diária,Registo Definitivo,"R. Dr. António de Andrade, 30 - 5º.",4480-806,Vila do Conde,Vila do Conde,Porto,"Renovar Vila do Conde, Lda.",António Martins Alves,,,"Renovar Vila do Conde, Lda.",Vila do Conde,Porto,,geral@jornal-renovacao.pt,www.jornal-renovacao.pt
126715,03-07-2015,CanalN Mirandela,Online,Regional,Informação Geral,Diária,Registo Definitivo,"Mercado Municipal de Mirandela, Loja Exterior",5370-287,Mirandela,Mirandela,Bragança,"Inordeste, Produção de Conteúdos Multimédia, Unipessoal, Lda.",Paulo Silva Reis,,,"Inordeste, Produção de Conteúdos Multimédia, Unipessoal, Lda.",Mirandela,Bragança,,geral@canaln.tv,www.CanalN.tv
126716,06-07-2015,TouroeOuro,Online,Nacional,Informação Especializada,Diária,Registo Definitivo,"Praceta Padre José Alves, Lote 7 - 2º. Dto.",2100-122,Coruche,Coruche,Santarém,João Dinis Nunes Leal,Solange Isabel de Almeida Pinto,João Dinis Nunes Leal,,Solange Isabel de Almeida Pinto,Coruche,Santarém,,joao.dinis@touroeouro.com,www.touroeouro.com
126718,16-07-2015,Diário 560,Online,Regional,Informação Especializada,Semanal,Registo Definitivo,"R. da Constituição, 656, 5º, Sala 501",4200-194,Porto,Porto,Porto,Marcelo de Andrade,Manuel Alexandre Solla,,,"CityCoop - Produtores de Serviços, CRL",Porto,Porto,,citycoop.crl@gmail.com,www.diario560.pt
126720,23-07-2015,O Riomaiorense,Online,Regional,Informação Especializada,Anual,Registo Definitivo,"R. Cidade de Santarém, 23",2040-238,Rio Maior,Rio Maior,Santarém,"EICEL 1920, Associação para a Defesa do Património",Nuno Alexandre Dias Rocha,,,Nuno Alexandre Dias Rocha,Rio Maior,Santarém,,o.riomaiorense@gmail.com,www.oriomaiorense.com
126721,03-07-2015,Mediotejo.net,Online,Regional,Informação Geral,Diária,Registo Definitivo,"Estrada Nacional 118, 1609",2205-645,Tramagal,Abrantes,Santarém,Patrícia  Antónia  Lourenço  Fonseca,Patrícia Antónia Lourenço Fonseca,Mário Rui Fonseca,,Patrícia Antónia Lourenço Fonseca,Cascais,Lisboa,,pfonseca@mediotejo.net,www.mediotejo.net
126723,07-08-2015,"Pós-Venda Pesados - Peças, Manutenção e Reparação",Papel/Online,Nacional,Informação Especializada,Bimestral,Registo Definitivo,"Estrada de Polima, Centro Industrial da Abóboda, 1007, 2º, escritório I",2785-543,Abóboda,Cascais,Lisboa,"ORMP - Pós Venda Media, Lda.",José Paulo Ferreira Homem Ribeiro,,,"ORMP - Pós-Venda Média, Lda.",Cascais,Lisboa,,paulohomem.oficinas@gmail.com,
126724,07-08-2015,"Pós - Venda - Peças, Manutenção e Reparação",Papel/Online,Nacional,Informação Especializada,Mensal,Registo Definitivo,"Estrada de Polima, Centro Industrial da Abóboda, 1007, 2º, escritório I",2785-543,Abóboda,Cascais,Lisboa,"ORMP - Pós Venda Media, Lda.",José Paulo Ferreira Homem Ribeiro,,,"ORMP - Pós-Venda Média, Lda.",Cascais,Lisboa,,paulohomem.oficinas@gmail.com,
126725,07-08-2015,T Jornal,Online,Nacional,Informação Especializada,Diária,Registo Definitivo,"R. Fernando Mesquita, 2785, Ed. CITEVE",4760-034,Vila Nova de Famalicão,Vila Nova de Famalicão,Braga,ATP - Associação Têxtil e Vestuário de Portugal,Ana Paula Rodrigues Dinis,,,ATP - Associação Têxtil e Vestuário de Portugal,Vila Nova de Famalicão,Braga,,atp@atp.pt,www.jornalt.pt
126726,12-08-2015,A Voz de Paço de Arcos,Papel,Regional,Informação Geral,Bimestral,Registo Definitivo,"R. Thomás de Mello, 4 - B",2770-167,Paço de Arcos,Oeiras,Lisboa,Jorge Chichorro Rodrigues,José Manuel dos Reis Marreiro,,,Associação Cultural A voz de Paço de Arcos,Oeiras,Lisboa,,avozpacoarcos@gmail.com,
126732,20-08-2015,Scratch Magazine,Online,Nacional,Informação Especializada,Diária,Registo Definitivo,"Rua António Correia de Carvalho, 176, 1º A - Sala 4",4400-023,Vila Nova de Gaia,Vila Nova de Gaia,Porto,Irene Mónica da Mota Leite,Irene Mónica da Mota Leite,,,Vitor Manuel de Sousa e Costa,Vila Nova de Gaia,Porto,,geral.scratchmagazine@gmail.com,www.scratch-magazine.pt
126734,28-08-2015,JM,Papel/Online,Regional,Informação Geral,Diária,Registo Definitivo,"R. 31 de Janeiro, 73 e 74",9050-401,Funchal,Funchal,Ilha da Madeira,"EJM - Empresa Jornalística da Madeira, Unipessoal Lda.",José Miguel Teixeira da Silva,,Edmar António Trindade Fernandes,"EJM - Empresa Jornalística da Madeira, Lda.",Funchal,Ilha da Madeira,Região Autónoma da Madeira,gerencia@jm-madeira.pt,www.jm.pt
126735,31-08-2015,Mais Guimarães - O Jornal,Online,Regional,Informação Geral,Semanal,Registo Definitivo,"Av. de São Gonçalo, 319, 1º, Sala C",4810-525,Guimarães,Guimarães,Braga,Eliseu de Jesus Neto Sampaio,Eliseu de Jesus Neto Sampaio,,,"Eliseu Sampaio - Publicidade Unipessoal, Lda.",Guimarães,Braga,,diretor@maisguimaraes.pt,www.maisguimaraes.pt
